com.bogdan.proiect.FilmSF,George Lucas,RayPunk,Star Wars - A New Hope,AP12,Space Opera,1977
com.bogdan.proiect.FilmHistorical,Steven Spielberg,Save Private Ryan,WW2,AP12,War,1998
com.bogdan.proiect.FilmComedy,Charlie Chaplin,City Lights,AG,Mute-film,1931
com.bogdan.proiect.FilmAction,James Cameron,The Terminator,R15,Sci-fi,1984
